10-12-2015 03:24:50 |--| STATUS : ERROR |--| CODE : nn |--| RATE : B2-CREDITCARD-8000 |--| COMPTElogin : test
27-02-2016 17:13:43 |--| STATUS : OK |--| CODE : CWGRH47J |--| RATE : B2-CREDITCARD-2500 |--| COMPTElogin : Oasis60113
27-02-2016 17:16:35 |--| STATUS : OK |--| CODE : 7l7fchng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : thomson1235
27-02-2016 17:19:30 |--| STATUS : OK |--| CODE : tttd4qug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : thomson1235
27-02-2016 17:39:07 |--| STATUS : OK |--| CODE : b27cu46g |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Nazex54
27-02-2016 17:41:08 |--| STATUS : OK |--| CODE : z1julueg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Nazex54
27-02-2016 17:55:20 |--| STATUS : OK |--| CODE : bw892f9s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : nubil6888
27-02-2016 18:01:22 |--| STATUS : OK |--| CODE : h418qlrg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits11
27-02-2016 18:03:30 |--| STATUS : OK |--| CODE : tuh76gts |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : barloksama95
27-02-2016 18:04:16 |--| STATUS : OK |--| CODE : zqepn7tg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits11
27-02-2016 18:06:27 |--| STATUS : ERROR |--| CODE : deb774gg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits11
27-02-2016 18:06:52 |--| STATUS : OK |--| CODE : ded774gg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits11
27-02-2016 18:08:59 |--| STATUS : OK |--| CODE : uukhrjug |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits11
27-02-2016 18:10:13 |--| STATUS : OK |--| CODE : 9lu26b9g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Jixiz
27-02-2016 18:21:37 |--| STATUS : OK |--| CODE : C2CGB95A |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : papao33
27-02-2016 18:26:07 |--| STATUS : OK |--| CODE : 7miucndg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:29:37 |--| STATUS : OK |--| CODE : 6ucwpq9g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:33:04 |--| STATUS : OK |--| CODE : C26RJ5DP |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : pop1000
27-02-2016 18:33:26 |--| STATUS : OK |--| CODE : rd6d7u8g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:34:24 |--| STATUS : OK |--| CODE : k9k16wwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:35:26 |--| STATUS : OK |--| CODE : 7ujfc77g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:37:22 |--| STATUS : OK |--| CODE : 1qhiefqg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:37:28 |--| STATUS : ERROR |--| CODE : 6uuiefaq |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Axelaire
27-02-2016 18:37:43 |--| STATUS : OK |--| CODE : 6uuiefas |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Axelaire
27-02-2016 18:38:37 |--| STATUS : OK |--| CODE : eqhdl37g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:39:40 |--| STATUS : OK |--| CODE : q1uk73qg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 18:51:10 |--| STATUS : OK |--| CODE : jckt7dmg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
27-02-2016 18:52:11 |--| STATUS : OK |--| CODE : 178zhtug |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
27-02-2016 18:53:14 |--| STATUS : OK |--| CODE : uwde4llg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
27-02-2016 18:56:02 |--| STATUS : OK |--| CODE : wfbuqc2s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kobaltteam
27-02-2016 18:56:38 |--| STATUS : OK |--| CODE : ut6m7u8s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kiou
27-02-2016 18:56:49 |--| STATUS : OK |--| CODE : bu2mwfqs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kobaltteam
27-02-2016 18:57:36 |--| STATUS : OK |--| CODE : 787j2gms |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kobaltteam
27-02-2016 18:57:45 |--| STATUS : ERROR |--| CODE : 2000 |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kobaltteam
27-02-2016 18:59:00 |--| STATUS : ERROR |--| CODE : 124afg456r |--| RATE : NEOSURF-10000 |--| COMPTElogin : adriensky62
27-02-2016 19:00:12 |--| STATUS : OK |--| CODE : uuc8pnfg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 19:01:13 |--| STATUS : OK |--| CODE : zlw7kf2g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 19:02:24 |--| STATUS : OK |--| CODE : dg766pug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 19:10:13 |--| STATUS : OK |--| CODE : uid7duts |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : benjamin872
27-02-2016 19:10:28 |--| STATUS : ERROR |--| CODE : uid7duts |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : benjamin872
27-02-2016 19:10:42 |--| STATUS : ERROR |--| CODE : 7w46bfts |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : benjamin872
27-02-2016 19:12:16 |--| STATUS : OK |--| CODE : hu171fis |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : benjamin872
27-02-2016 19:29:39 |--| STATUS : OK |--| CODE : iue3buqs |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : kobaltteam
27-02-2016 19:36:03 |--| STATUS : OK |--| CODE : 87j7nlns |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Triangle3
27-02-2016 19:38:31 |--| STATUS : OK |--| CODE : nhmp67pg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 19:39:38 |--| STATUS : OK |--| CODE : wzmw386g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : adriensky62
27-02-2016 19:41:37 |--| STATUS : OK |--| CODE : 23biw8ds |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Byachus2
27-02-2016 19:42:46 |--| STATUS : OK |--| CODE : cpj8777s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Byachus2
27-02-2016 20:00:35 |--| STATUS : ERROR |--| CODE : Bonjour! Votre code d'accès Dedipass est 2qtkcpls. Message facturé 4.50 euros. Service édité par HelloAgency Ltd, www.dedipass.com ou  33 182 888 360 |--| RATE :  |--| COMPTElogin : killer68pvp
27-02-2016 20:01:15 |--| STATUS : OK |--| CODE : 2qtkcpls |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : killer68pvp
27-02-2016 20:02:07 |--| STATUS : OK |--| CODE : Uunmkw8s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : killer68pvp
27-02-2016 20:07:27 |--| STATUS : OK |--| CODE : CGV9T7W4 |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : Ddosxel
27-02-2016 20:16:38 |--| STATUS : OK |--| CODE : NQ37RNFX |--| RATE : NEOSURF-1500 |--| COMPTElogin : Dexes8
27-02-2016 20:17:10 |--| STATUS : OK |--| CODE : 4fwe7tws |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : bonnebeuh
27-02-2016 20:25:47 |--| STATUS : OK |--| CODE : CQA4JCD3 |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : ddososa
27-02-2016 20:34:31 |--| STATUS : OK |--| CODE : U4WZIUBG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Trahisons
27-02-2016 20:35:33 |--| STATUS : OK |--| CODE : 46ll7UUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Trahisons
27-02-2016 20:36:28 |--| STATUS : OK |--| CODE : WI3W8IEG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Trahisons
27-02-2016 20:37:51 |--| STATUS : OK |--| CODE : WGI7W88G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Trahisons
27-02-2016 20:46:43 |--| STATUS : OK |--| CODE : CUXW9T6G |--| RATE : B2-CREDITCARD-4000 |--| COMPTElogin : Selosia
27-02-2016 20:49:19 |--| STATUS : OK |--| CODE : CYPQV4BK |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : ReDlist91580
27-02-2016 20:51:18 |--| STATUS : OK |--| CODE : C9AS5VYJ |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : ddososa
27-02-2016 21:06:20 |--| STATUS : OK |--| CODE : HBQ6UJUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 21:06:24 |--| STATUS : OK |--| CODE : 7GA8UUAG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 21:20:25 |--| STATUS : OK |--| CODE : 24bdlqus |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Zertios78
27-02-2016 21:29:18 |--| STATUS : OK |--| CODE : hduzmelg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : Diawa
27-02-2016 21:31:11 |--| STATUS : OK |--| CODE : C7M5V62J |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : luphix
27-02-2016 21:39:18 |--| STATUS : OK |--| CODE : 3m7nb6kg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : Diawa
27-02-2016 22:08:07 |--| STATUS : OK |--| CODE : utmtul8g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Whousyydu59
27-02-2016 22:09:05 |--| STATUS : OK |--| CODE : a93iiugg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Whousyydu59
27-02-2016 22:21:51 |--| STATUS : OK |--| CODE : cphcau8g |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : Diawa
27-02-2016 22:25:57 |--| STATUS : OK |--| CODE : guain4us |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : benjamin872
27-02-2016 22:27:32 |--| STATUS : OK |--| CODE : BUIG6UIS |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Zertios78
27-02-2016 23:00:35 |--| STATUS : OK |--| CODE : zuclzfls |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Caramels
27-02-2016 23:04:21 |--| STATUS : OK |--| CODE : ud3quzis |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Aviateur85
27-02-2016 23:05:12 |--| STATUS : OK |--| CODE : 6j2tlf6s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Aviateur85
27-02-2016 23:17:59 |--| STATUS : OK |--| CODE : 7I6D961G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 23:18:18 |--| STATUS : OK |--| CODE : gftpf3ug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 23:27:47 |--| STATUS : OK |--| CODE : 9m8zhq4s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : AzProodd
27-02-2016 23:29:26 |--| STATUS : ERROR |--| CODE : fg8wwf1g |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thomson1235
27-02-2016 23:29:38 |--| STATUS : ERROR |--| CODE : fg8wwf1g |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thomson1235
27-02-2016 23:33:55 |--| STATUS : OK |--| CODE : fg8wwf1g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : thomson1235
27-02-2016 23:46:26 |--| STATUS : OK |--| CODE : CQJ6CG9D |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : dhaene62590
28-02-2016 00:28:14 |--| STATUS : OK |--| CODE : uw9uc22g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
28-02-2016 00:29:18 |--| STATUS : OK |--| CODE : 7mz4ujig |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
28-02-2016 00:43:09 |--| STATUS : ERROR |--| CODE : 8t8echips |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Aviateur85
28-02-2016 00:43:45 |--| STATUS : OK |--| CODE : 8t8ehiqs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Aviateur85
28-02-2016 00:45:17 |--| STATUS : OK |--| CODE : dfi376bs |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Aviateur85
28-02-2016 02:28:54 |--| STATUS : OK |--| CODE : lqlmmiug |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
28-02-2016 02:32:03 |--| STATUS : OK |--| CODE : w7b48pwg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
28-02-2016 04:30:10 |--| STATUS : OK |--| CODE : C2TXF9KH |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : antoinelepasmoine
28-02-2016 06:15:21 |--| STATUS : OK |--| CODE : C6CG5SA4 |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : arthurtutttur1
28-02-2016 09:37:28 |--| STATUS : OK |--| CODE : lj9h4k6s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Bksteam1
28-02-2016 10:11:57 |--| STATUS : OK |--| CODE : CETMKCBR |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : spoufii
28-02-2016 10:19:12 |--| STATUS : OK |--| CODE : Ualieclg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits12
28-02-2016 10:21:41 |--| STATUS : OK |--| CODE : Uwt78lhg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits12
28-02-2016 10:23:48 |--| STATUS : OK |--| CODE : 8qlq7cag |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits12
28-02-2016 10:24:56 |--| STATUS : OK |--| CODE : mrwtwljg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
28-02-2016 10:25:37 |--| STATUS : OK |--| CODE : qdwulhcg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
28-02-2016 10:25:58 |--| STATUS : OK |--| CODE : 1u3gjj7g |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits12
28-02-2016 10:25:58 |--| STATUS : ERROR |--| CODE : e9tknk68g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
28-02-2016 10:26:26 |--| STATUS : OK |--| CODE : 4upauchg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
28-02-2016 10:26:56 |--| STATUS : ERROR |--| CODE : e9tknk68g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
28-02-2016 10:28:07 |--| STATUS : OK |--| CODE : Uhk164ng |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : kits12
28-02-2016 10:30:39 |--| STATUS : OK |--| CODE : C3WKSC4R |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : nicogael
28-02-2016 11:04:14 |--| STATUS : OK |--| CODE :  lz847kdg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:04:25 |--| STATUS : OK |--| CODE : wjuiuhag |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:04:36 |--| STATUS : OK |--| CODE : 2cmh734g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:04:48 |--| STATUS : OK |--| CODE : gbzfc89g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:04:58 |--| STATUS : OK |--| CODE : cl73f7hg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:05:06 |--| STATUS : OK |--| CODE : qzbdudzg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:05:14 |--| STATUS : OK |--| CODE : k7u21u8g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
28-02-2016 11:08:30 |--| STATUS : ERROR |--| CODE : 1562 |--| RATE : RE-MA-SMS-2400 |--| COMPTElogin : lordring
28-02-2016 11:11:52 |--| STATUS : OK |--| CODE : wwrh6uus |--| RATE : RE-BE-SMS-200 |--| COMPTElogin : gabriel20000
28-02-2016 11:19:46 |--| STATUS : ERROR |--| CODE : whhrs6ut6 |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : gabriel20000
28-02-2016 11:23:19 |--| STATUS : ERROR |--| CODE : kgqizfegb56 |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : gabriel20000
28-02-2016 11:23:39 |--| STATUS : OK |--| CODE : C9NJWHS6 |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : eliottjacques2004
28-02-2016 11:24:17 |--| STATUS : OK |--| CODE : CG8S9WFH |--| RATE : B2-CREDITCARD-800 |--| COMPTElogin : sogood
28-02-2016 11:29:48 |--| STATUS : OK |--| CODE : gwpahbvd |--| RATE : EU-CH-SMS-500 |--| COMPTElogin : BIGSTICK
28-02-2016 11:31:06 |--| STATUS : OK |--| CODE : gx3jpz62 |--| RATE : EU-CH-SMS-500 |--| COMPTElogin : BIGSTICK
28-02-2016 11:32:03 |--| STATUS : OK |--| CODE : grvhm8ue |--| RATE : EU-CH-SMS-500 |--| COMPTElogin : BIGSTICK
28-02-2016 12:00:54 |--| STATUS : OK |--| CODE : 78h3zhbs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : theof
28-02-2016 12:01:49 |--| STATUS : OK |--| CODE : 7jmikd7s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : theof
28-02-2016 12:06:15 |--| STATUS : OK |--| CODE : jq7b7j8s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : qstremon
28-02-2016 12:08:20 |--| STATUS : OK |--| CODE : pwuwwfms |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : qstremon
28-02-2016 12:09:36 |--| STATUS : OK |--| CODE : CXG4QSJW |--| RATE : B2-CREDITCARD-900 |--| COMPTElogin : Manggyo6
28-02-2016 12:20:13 |--| STATUS : OK |--| CODE : CWGFVHZX |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : hooligans13
28-02-2016 12:20:39 |--| STATUS : OK |--| CODE : jejm1wdg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : BIGSTICK
28-02-2016 12:22:26 |--| STATUS : OK |--| CODE : uukupnws |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : theof
28-02-2016 12:23:03 |--| STATUS : OK |--| CODE : r7uiugkg |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : BIGSTICK
28-02-2016 12:26:58 |--| STATUS : OK |--| CODE : ghwj29ps |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Gwendal41
28-02-2016 12:36:17 |--| STATUS : OK |--| CODE : 1n7t871s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Daigora
28-02-2016 14:08:56 |--| STATUS : ERROR |--| CODE : a1knujfg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Nazex5469
28-02-2016 14:14:24 |--| STATUS : OK |--| CODE : tmgu3wmg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jejels56
28-02-2016 14:15:28 |--| STATUS : OK |--| CODE : uugm6adg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jejels56
28-02-2016 14:17:01 |--| STATUS : OK |--| CODE : nfeukeqg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jejels56
28-02-2016 14:17:23 |--| STATUS : ERROR |--| CODE : 0899172009 |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jejels56
28-02-2016 14:18:22 |--| STATUS : OK |--| CODE : w6bnu7kg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jejels56
28-02-2016 14:33:35 |--| STATUS : OK |--| CODE : C7ACJF3G |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : lishay
28-02-2016 14:33:39 |--| STATUS : OK |--| CODE : CXNVJ4W2 |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : Oasis60113
28-02-2016 14:49:38 |--| STATUS : OK |--| CODE : d8qjjbrg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : tristantristanflavio
28-02-2016 14:52:18 |--| STATUS : ERROR |--| CODE : 8411 |--| RATE : RE-FR-INTERNETPLUS-999 |--| COMPTElogin : mathiasA
28-02-2016 15:05:56 |--| STATUS : OK |--| CODE : C8PZV37Y |--| RATE : B2-CREDITCARD-2500 |--| COMPTElogin : melimelo00
28-02-2016 15:10:59 |--| STATUS : OK |--| CODE : a97ultng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babalenul
28-02-2016 15:11:57 |--| STATUS : OK |--| CODE : d7nhjlig |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babalenul
28-02-2016 15:48:06 |--| STATUS : OK |--| CODE : n2t2cles |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Caramels
28-02-2016 15:49:38 |--| STATUS : OK |--| CODE : 74i7apqs |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Caramels
28-02-2016 16:16:03 |--| STATUS : OK |--| CODE : PZ8YXT4U |--| RATE : PAYSAFECARD-2500 |--| COMPTElogin : majux1429
28-02-2016 16:40:01 |--| STATUS : OK |--| CODE : PNJWYBMG |--| RATE : PAYSAFECARD-2500 |--| COMPTElogin : blouette
28-02-2016 16:41:36 |--| STATUS : OK |--| CODE : P6W5NRXQ |--| RATE : PAYSAFECARD-3500 |--| COMPTElogin : azerm
28-02-2016 16:42:44 |--| STATUS : OK |--| CODE : PBAKNEMH |--| RATE : PAYSAFECARD-1500 |--| COMPTElogin : blouette
28-02-2016 16:47:30 |--| STATUS : OK |--| CODE : wuwr7q9g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : dozen
28-02-2016 17:13:49 |--| STATUS : ERROR |--| CODE : 581 |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : XeTron76
28-02-2016 17:26:28 |--| STATUS : OK |--| CODE : uzh7ruhg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
28-02-2016 17:27:07 |--| STATUS : OK |--| CODE : un2uetls |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : yanisdu34560
28-02-2016 17:27:54 |--| STATUS : OK |--| CODE : q8uk7pus |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : yanisdu34560
28-02-2016 17:33:03 |--| STATUS : OK |--| CODE : wltu6weg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
28-02-2016 17:36:12 |--| STATUS : OK |--| CODE : 2wcq4flg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : eyko23
28-02-2016 17:50:30 |--| STATUS : OK |--| CODE : nw2z4uds |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Stylios_hp
28-02-2016 17:54:41 |--| STATUS : OK |--| CODE : 62hwrhus |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Stylios_hp
28-02-2016 17:56:53 |--| STATUS : OK |--| CODE : jh4ruu1s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Stylios_hp
28-02-2016 17:59:24 |--| STATUS : OK |--| CODE : ldzui6us |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Stylios_hp
28-02-2016 18:12:24 |--| STATUS : OK |--| CODE : C6UHZY4C |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : sacridydyss
28-02-2016 18:29:16 |--| STATUS : OK |--| CODE : CBJT8G2F |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : tetinou80
28-02-2016 18:31:22 |--| STATUS : OK |--| CODE : CFM5ZQKA |--| RATE : B2-CREDITCARD-2500 |--| COMPTElogin : arthurtutttur1
28-02-2016 18:45:55 |--| STATUS : OK |--| CODE : w4uthi9g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : rerde1948
28-02-2016 18:46:44 |--| STATUS : OK |--| CODE : b7p24weg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : rerde1948
28-02-2016 18:53:12 |--| STATUS : OK |--| CODE : gau7rjqs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : MrFriz08
28-02-2016 19:05:19 |--| STATUS : OK |--| CODE : 7ZGN6E7G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : luckydusixhuit
28-02-2016 19:05:44 |--| STATUS : OK |--| CODE : fzj67H7G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : luckydusixhuit
28-02-2016 19:05:58 |--| STATUS : ERROR |--| CODE : fzj67H7H |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : luckydusixhuit
28-02-2016 19:10:22 |--| STATUS : OK |--| CODE : CAU6RZ2J |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : Ddosxel
28-02-2016 19:13:55 |--| STATUS : OK |--| CODE : C3Y7WUTM |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : ddososa
28-02-2016 19:14:15 |--| STATUS : OK |--| CODE : CET23NJP |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : john972
28-02-2016 19:23:45 |--| STATUS : OK |--| CODE : 1egunwks |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : coralie6
28-02-2016 19:24:06 |--| STATUS : OK |--| CODE : nl9nluws |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : coralie6
28-02-2016 19:24:24 |--| STATUS : OK |--| CODE : 79ia2hns |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : coralie6
28-02-2016 19:24:42 |--| STATUS : OK |--| CODE : 8unz7p8s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : coralie6
28-02-2016 19:25:10 |--| STATUS : OK |--| CODE : qtzr7zcs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : coralie6
28-02-2016 19:33:04 |--| STATUS : OK |--| CODE : fu1nuwws |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kikoulol69
28-02-2016 19:34:33 |--| STATUS : ERROR |--| CODE : uwhzlews |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : kikoulol69
28-02-2016 19:35:07 |--| STATUS : OK |--| CODE : uwhzlews |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kikoulol69
28-02-2016 20:22:51 |--| STATUS : OK |--| CODE : wtwub1pg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Splash78
